Headline,Label
Rep. Robert Hurt voted again today to end Medicare and raise health care costs for Virginia seniors.,0
Ted Strickland destroyed Ohio jobs when he busted the budget.,0
"Democrats plan to keep student loan interest rates low by raising taxes on small businesses, very small businesses the kinds of small businesses that give jobs to graduates.",0
"A Congressional Budget Office report says President Barack Obamas executive order to raise the minimum wage for new federal contract workers will cost the economy 500,000 jobs.",0
"Under a public health care option, 120 million Americans will lose what they now get from private companies and be forced onto the government-run rolls as businesses decide it is more cost-effective for them to drop coverage.",0
"A cashier earning $20,000 per year pays the same (Virginia) income tax rate as a hedge fund manager earning $20 million per year.",0
Hydrogen sulfide . . . [was] used in the genocide of Jews in Germany.,0
Says five Democratic state senators were for her bicycle tailgating bill before they were against it.,1
On support for the Export-Import Bank,0
92 percent of President Barack Obamas administration has never worked outside government.,0
In Cuyahoga County ... 56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population.,1
"We can prevent terror suspects from boarding an airplane, but the FBI doesn't have the power to block them from buying dynamite or an AK-47.",1
"Since 2000, when he entered politics, Jon Husted has been on the ballot six times for three different political offices.",1
Only the State of New York spends more money on Medicaid than the State of New Jersey.,0
Cantors campaign spent more at steakhouses than Brat spent on his entire campaign.,1
"The average South Korean is3 inches taller than the average North Korean, a huge gulag.",1
Austin was the site of the first mass shooting in the country.,0
Says President Obama has fired more cruise missiles than all other Peace Prize winners combined.,1
More than one-quarter of Americas young adults are too fat to serve in the U.S. military,1
New Castle Countys unemployment rate has not almost doubled in the last two years.,1
Says Bruce Braley threatened to sue a neighbor over chickens that came onto (his) property.,0
Says Wisconsin Gov. Scott Walker in his budget repair bill is showing that no stone goes unturned as he asks everyone to tighten their belts.,0
We havent passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.,1
There is a 34 percent increase in violent crime in the state of California. And thats just within the last year.,0
Marco Rubio says Solo Ingles (English only).,0
"Goldman Sachs was Barack Obama's ""No. 1 private contributor.""",1
"Say this biennium, liquor sales account for nearly $1 billion in the state budget.",0
Early census returns are showing that conservatives have been measurably less likely than liberals to return their census forms.,0
The church Barack Obama belongs to only admits black people.,0
"Bill Young uses his campaign money for, among other things, a luxury car.",1
Georgia still has one of the richest programs in terms of scholarships for students to go to college.,1
The substitute budget now adds in tax breaks and tax deductions for those who buy these prisons.,1
The Children's Defense Fund rated McCain as the worst senator in Congress for children.,1
A scheduled speech by President Barack Obama will be the first time an American president has spoken directly to the nation's school children about persisting and succeeding in school.,0
"With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.",1
"Under President Barack Obamas jobs bill, you can sue if you are unemployed and dont get the job and think you werent hired because you are unemployed.",1
Says Mitt Romney wants to end tax credits for wind producers.,1
The deal to raise the nations debt ceiling will directly link a debt ceiling increase to spending cuts for the first time ever.,0
"Says that except for foreign policy, Ron Pauls voting record and his voting record are virtually identical.",1
The African-American community lost half of their wealth as a result of the Wall Street collapse.,1
Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of a postage stamp a day.,1
On campaign contributions from electric utilities.,0
"By the way, Im not raising tolls 50 percent....Jon Corzine did.",1
"Over the past three years, deep poverty has reached its highest level on record.",1
Says Romney wants to add $2 trillion to the defense budget that the military hasnt asked for.,1
Says U.S. House opponent Michael Williams does not live in and has never voted in the congressional district hes seeking to represent.,0
"The U.S.tax rate on successful small businesses is 44.6 percent, while the business tax rate in Canada is 15 percent.",1
Last year we spent more than $40 billion on highways. And Lord knows we need that. But thats more than we spent on Amtrak in its entire 40-year history.,1
"Deer baiting, planned for Block Island by DEM, is illegal in Rhode Island.",1
Liberty University students were mandated to attend Sen. Ted Cruzs presidential announcement or they would be fined.,1
Slim Jims just recently cost 99 cents but now cost $2.69.,0
President Barack Obama and Secretary of State John Kerry agreed to lift Irans economic and arms sanctions without any proof of change in conduct.,0
